numero_experimento;dataset;estructura_de_datos;cantidad_consultas;tiempo_ejecucion_us
7;auspol2019;ClosedHash_Double_ScreenName;30000;3297
7;auspol2019;ClosedHash_Double_ScreenName;40000;4459
7;auspol2019;ClosedHash_Double_ScreenName;50000;5605
7;auspol2019;ClosedHash_Double_ScreenName;60000;6754
7;auspol2019;ClosedHash_Double_ScreenName;70000;7826
7;auspol2019;ClosedHash_Double_ScreenName;80000;8888
7;auspol2019;ClosedHash_Double_ScreenName;90000;9956
7;auspol2019;ClosedHash_Double_ScreenName;100000;10998
7;auspol2019;ClosedHash_Double_ScreenName;110000;12210
7;auspol2019;ClosedHash_Double_ScreenName;120000;13396
7;auspol2019;ClosedHash_Double_ScreenName;130000;14614
7;auspol2019;ClosedHash_Double_ScreenName;130449;14696
8;auspol2019;STL_UnorderedMap_UserID;10000;808
8;auspol2019;STL_UnorderedMap_UserID;20000;1520
8;auspol2019;STL_UnorderedMap_UserID;30000;1968
8;auspol2019;STL_UnorderedMap_UserID;40000;2435
8;auspol2019;STL_UnorderedMap_UserID;50000;3161
8;auspol2019;STL_UnorderedMap_UserID;60000;3551
8;auspol2019;STL_UnorderedMap_UserID;70000;3854
8;auspol2019;STL_UnorderedMap_UserID;80000;4138
8;auspol2019;STL_UnorderedMap_UserID;90000;4416
8;auspol2019;STL_UnorderedMap_UserID;100000;4696
8;auspol2019;STL_UnorderedMap_UserID;110000;5158
8;auspol2019;STL_UnorderedMap_UserID;120000;5568
8;auspol2019;STL_UnorderedMap_UserID;130000;5950
8;auspol2019;STL_UnorderedMap_UserID;130449;5974
8;auspol2019;STL_UnorderedMap_ScreenName;10000;1231
8;auspol2019;STL_UnorderedMap_ScreenName;20000;2352
8;auspol2019;STL_UnorderedMap_ScreenName;30000;3144
8;auspol2019;STL_UnorderedMap_ScreenName;40000;3934
8;auspol2019;STL_UnorderedMap_ScreenName;50000;4999
8;auspol2019;STL_UnorderedMap_ScreenName;60000;5712
8;auspol2019;STL_UnorderedMap_ScreenName;70000;6248
8;auspol2019;STL_UnorderedMap_ScreenName;80000;6794
8;auspol2019;STL_UnorderedMap_ScreenName;90000;7292
8;auspol2019;STL_UnorderedMap_ScreenName;100000;7857
8;auspol2019;STL_UnorderedMap_ScreenName;110000;8638
8;auspol2019;STL_UnorderedMap_ScreenName;120000;9343
8;auspol2019;STL_UnorderedMap_ScreenName;130000;10126
8;auspol2019;STL_UnorderedMap_ScreenName;130449;10182
8;auspol2019;OpenHash_UserID;10000;776
8;auspol2019;OpenHash_UserID;20000;1402
8;auspol2019;OpenHash_UserID;30000;1822
8;auspol2019;OpenHash_UserID;40000;2249
8;auspol2019;OpenHash_UserID;50000;2620
8;auspol2019;OpenHash_UserID;60000;2977
8;auspol2019;OpenHash_UserID;70000;3224
8;auspol2019;OpenHash_UserID;80000;3445
8;auspol2019;OpenHash_UserID;90000;3657
8;auspol2019;OpenHash_UserID;100000;3931
8;auspol2019;OpenHash_UserID;110000;4493
8;auspol2019;OpenHash_UserID;120000;4877
8;auspol2019;OpenHash_UserID;130000;5177
8;auspol2019;OpenHash_UserID;130449;5199
8;auspol2019;OpenHash_ScreenName;10000;1554
8;auspol2019;OpenHash_ScreenName;20000;2979
8;auspol2019;OpenHash_ScreenName;30000;4398
8;auspol2019;OpenHash_ScreenName;40000;5798
8;auspol2019;OpenHash_ScreenName;50000;7129
8;auspol2019;OpenHash_ScreenName;60000;8463
8;auspol2019;OpenHash_ScreenName;70000;9554
8;auspol2019;OpenHash_ScreenName;80000;10646
8;auspol2019;OpenHash_ScreenName;90000;11682
8;auspol2019;OpenHash_ScreenName;100000;12753
8;auspol2019;OpenHash_ScreenName;110000;14134
8;auspol2019;OpenHash_ScreenName;120000;15370
8;auspol2019;OpenHash_ScreenName;130000;16544
8;auspol2019;OpenHash_ScreenName;130449;16609
8;auspol2019;ClosedHash_Linear_UserID;10000;112
8;auspol2019;ClosedHash_Linear_UserID;20000;244
8;auspol2019;ClosedHash_Linear_UserID;30000;377
8;auspol2019;ClosedHash_Linear_UserID;40000;510
8;auspol2019;ClosedHash_Linear_UserID;50000;642
8;auspol2019;ClosedHash_Linear_UserID;60000;767
8;auspol2019;ClosedHash_Linear_UserID;70000;876
8;auspol2019;ClosedHash_Linear_UserID;80000;977
8;auspol2019;ClosedHash_Linear_UserID;90000;1078
8;auspol2019;ClosedHash_Linear_UserID;100000;1172
8;auspol2019;ClosedHash_Linear_UserID;110000;1333
8;auspol2019;ClosedHash_Linear_UserID;120000;1472
8;auspol2019;ClosedHash_Linear_UserID;130000;1602
8;auspol2019;ClosedHash_Linear_UserID;130449;1611
8;auspol2019;ClosedHash_Linear_ScreenName;10000;1038
8;auspol2019;ClosedHash_Linear_ScreenName;20000;2133
8;auspol2019;ClosedHash_Linear_ScreenName;30000;3303
8;auspol2019;ClosedHash_Linear_ScreenName;40000;4459
8;auspol2019;ClosedHash_Linear_ScreenName;50000;5604
8;auspol2019;ClosedHash_Linear_ScreenName;60000;6736
8;auspol2019;ClosedHash_Linear_ScreenName;70000;7841
8;auspol2019;ClosedHash_Linear_ScreenName;80000;8897
8;auspol2019;ClosedHash_Linear_ScreenName;90000;9953
8;auspol2019;ClosedHash_Linear_ScreenName;100000;10987
8;auspol2019;ClosedHash_Linear_ScreenName;110000;12170
8;auspol2019;ClosedHash_Linear_ScreenName;120000;13288
8;auspol2019;ClosedHash_Linear_ScreenName;130000;14384
8;auspol2019;ClosedHash_Linear_ScreenName;130449;14438
8;auspol2019;ClosedHash_Quad_UserID;10000;196
8;auspol2019;ClosedHash_Quad_UserID;20000;373
8;auspol2019;ClosedHash_Quad_UserID;30000;528
8;auspol2019;ClosedHash_Quad_UserID;40000;683
8;auspol2019;ClosedHash_Quad_UserID;50000;840
8;auspol2019;ClosedHash_Quad_UserID;60000;986
8;auspol2019;ClosedHash_Quad_UserID;70000;1104
8;auspol2019;ClosedHash_Quad_UserID;80000;1212
8;auspol2019;ClosedHash_Quad_UserID;90000;1321
8;auspol2019;ClosedHash_Quad_UserID;100000;1420
8;auspol2019;ClosedHash_Quad_UserID;110000;1567
8;auspol2019;ClosedHash_Quad_UserID;120000;1692
8;auspol2019;ClosedHash_Quad_UserID;130000;1806
8;auspol2019;ClosedHash_Quad_UserID;130449;1814
8;auspol2019;ClosedHash_Quad_ScreenName;10000;1395
8;auspol2019;ClosedHash_Quad_ScreenName;20000;2572
8;auspol2019;ClosedHash_Quad_ScreenName;30000;3670
8;auspol2019;ClosedHash_Quad_ScreenName;40000;4715
8;auspol2019;ClosedHash_Quad_ScreenName;50000;5739
8;auspol2019;ClosedHash_Quad_ScreenName;60000;6761
8;auspol2019;ClosedHash_Quad_ScreenName;70000;7743
8;auspol2019;ClosedHash_Quad_ScreenName;80000;8706
8;auspol2019;ClosedHash_Quad_ScreenName;90000;9673
8;auspol2019;ClosedHash_Quad_ScreenName;100000;10625
8;auspol2019;ClosedHash_Quad_ScreenName;110000;11676
8;auspol2019;ClosedHash_Quad_ScreenName;120000;12732
8;auspol2019;ClosedHash_Quad_ScreenName;130000;13713
8;auspol2019;ClosedHash_Quad_ScreenName;130449;13762
8;auspol2019;ClosedHash_Double_UserID;10000;112
8;auspol2019;ClosedHash_Double_UserID;20000;249
8;auspol2019;ClosedHash_Double_UserID;30000;391
8;auspol2019;ClosedHash_Double_UserID;40000;535
8;auspol2019;ClosedHash_Double_UserID;50000;679
8;auspol2019;ClosedHash_Double_UserID;60000;817
8;auspol2019;ClosedHash_Double_UserID;70000;934
8;auspol2019;ClosedHash_Double_UserID;80000;1043
8;auspol2019;ClosedHash_Double_UserID;90000;1153
8;auspol2019;ClosedHash_Double_UserID;100000;1259
8;auspol2019;ClosedHash_Double_UserID;110000;1437
8;auspol2019;ClosedHash_Double_UserID;120000;1588
8;auspol2019;ClosedHash_Double_UserID;130000;1730
8;auspol2019;ClosedHash_Double_UserID;130449;1740
8;auspol2019;ClosedHash_Double_ScreenName;10000;1087
8;auspol2019;ClosedHash_Double_ScreenName;20000;2233
8;auspol2019;ClosedHash_Double_ScreenName;30000;3391
8;auspol2019;ClosedHash_Double_ScreenName;40000;4558
8;auspol2019;ClosedHash_Double_ScreenName;50000;5713
8;auspol2019;ClosedHash_Double_ScreenName;60000;6873
8;auspol2019;ClosedHash_Double_ScreenName;70000;7956
8;auspol2019;ClosedHash_Double_ScreenName;80000;9003
8;auspol2019;ClosedHash_Double_ScreenName;90000;10065
8;auspol2019;ClosedHash_Double_ScreenName;100000;11100
8;auspol2019;ClosedHash_Double_ScreenName;110000;12341
8;auspol2019;ClosedHash_Double_ScreenName;120000;13504
8;auspol2019;ClosedHash_Double_ScreenName;130000;14628
8;auspol2019;ClosedHash_Double_ScreenName;130449;14690
9;auspol2019;STL_UnorderedMap_UserID;10000;786
9;auspol2019;STL_UnorderedMap_UserID;20000;1466
9;auspol2019;STL_UnorderedMap_UserID;30000;1891
9;auspol2019;STL_UnorderedMap_UserID;40000;2391
9;auspol2019;STL_UnorderedMap_UserID;50000;3112
9;auspol2019;STL_UnorderedMap_UserID;60000;3530
9;auspol2019;STL_UnorderedMap_UserID;70000;3834
9;auspol2019;STL_UnorderedMap_UserID;80000;4148
9;auspol2019;STL_UnorderedMap_UserID;90000;4430
9;auspol2019;STL_UnorderedMap_UserID;100000;4708
9;auspol2019;STL_UnorderedMap_UserID;110000;5164
9;auspol2019;STL_UnorderedMap_UserID;120000;5546
9;auspol2019;STL_UnorderedMap_UserID;130000;5918
9;auspol2019;STL_UnorderedMap_UserID;130449;5941
9;auspol2019;STL_UnorderedMap_ScreenName;10000;1223
9;auspol2019;STL_UnorderedMap_ScreenName;20000;2316
9;auspol2019;STL_UnorderedMap_ScreenName;30000;3074
9;auspol2019;STL_UnorderedMap_ScreenName;40000;3840
9;auspol2019;STL_UnorderedMap_ScreenName;50000;4867
9;auspol2019;STL_UnorderedMap_ScreenName;60000;5582
9;auspol2019;STL_UnorderedMap_ScreenName;70000;6108
9;auspol2019;STL_UnorderedMap_ScreenName;80000;6648
9;auspol2019;STL_UnorderedMap_ScreenName;90000;7135
9;auspol2019;STL_UnorderedMap_ScreenName;100000;7657
9;auspol2019;STL_UnorderedMap_ScreenName;110000;8435
9;auspol2019;STL_UnorderedMap_ScreenName;120000;9107
9;auspol2019;STL_UnorderedMap_ScreenName;130000;9754
9;auspol2019;STL_UnorderedMap_ScreenName;130449;9790
9;auspol2019;OpenHash_UserID;10000;568
9;auspol2019;OpenHash_UserID;20000;1105
9;auspol2019;OpenHash_UserID;30000;1472
9;auspol2019;OpenHash_UserID;40000;1935
9;auspol2019;OpenHash_UserID;50000;2358
9;auspol2019;OpenHash_UserID;60000;2753
9;auspol2019;OpenHash_UserID;70000;3090
9;auspol2019;OpenHash_UserID;80000;3352
9;auspol2019;OpenHash_UserID;90000;3551
9;auspol2019;OpenHash_UserID;100000;3779
9;auspol2019;OpenHash_UserID;110000;4321
9;auspol2019;OpenHash_UserID;120000;4824
9;auspol2019;OpenHash_UserID;130000;5208
9;auspol2019;OpenHash_UserID;130449;5234
9;auspol2019;OpenHash_ScreenName;10000;1806
9;auspol2019;OpenHash_ScreenName;20000;3427
9;auspol2019;OpenHash_ScreenName;30000;4880
9;auspol2019;OpenHash_ScreenName;40000;6299
9;auspol2019;OpenHash_ScreenName;50000;7616
9;auspol2019;OpenHash_ScreenName;60000;8918
9;auspol2019;OpenHash_ScreenName;70000;10003
9;auspol2019;OpenHash_ScreenName;80000;11104
9;auspol2019;OpenHash_ScreenName;90000;12144
9;auspol2019;OpenHash_ScreenName;100000;13199
9;auspol2019;OpenHash_ScreenName;110000;14574
9;auspol2019;OpenHash_ScreenName;120000;15796
9;auspol2019;OpenHash_ScreenName;130000;17001
9;auspol2019;OpenHash_ScreenName;130449;17066
9;auspol2019;ClosedHash_Linear_UserID;10000;112
9;auspol2019;ClosedHash_Linear_UserID;20000;248
9;auspol2019;ClosedHash_Linear_UserID;30000;383
9;auspol2019;ClosedHash_Linear_UserID;40000;517
9;auspol2019;ClosedHash_Linear_UserID;50000;652
9;auspol2019;ClosedHash_Linear_UserID;60000;780
9;auspol2019;ClosedHash_Linear_UserID;70000;895
9;auspol2019;ClosedHash_Linear_UserID;80000;1000
9;auspol2019;ClosedHash_Linear_UserID;90000;1106
9;auspol2019;ClosedHash_Linear_UserID;100000;1205
9;auspol2019;ClosedHash_Linear_UserID;110000;1370
9;auspol2019;ClosedHash_Linear_UserID;120000;1511
9;auspol2019;ClosedHash_Linear_UserID;130000;1639
9;auspol2019;ClosedHash_Linear_UserID;130449;1648
9;auspol2019;ClosedHash_Linear_ScreenName;10000;1039
9;auspol2019;ClosedHash_Linear_ScreenName;20000;2122
9;auspol2019;ClosedHash_Linear_ScreenName;30000;3235
9;auspol2019;ClosedHash_Linear_ScreenName;40000;4396
9;auspol2019;ClosedHash_Linear_ScreenName;50000;5521
9;auspol2019;ClosedHash_Linear_ScreenName;60000;6649
9;auspol2019;ClosedHash_Linear_ScreenName;70000;7740
9;auspol2019;ClosedHash_Linear_ScreenName;80000;8810
9;auspol2019;ClosedHash_Linear_ScreenName;90000;9878
9;auspol2019;ClosedHash_Linear_ScreenName;100000;10921
9;auspol2019;ClosedHash_Linear_ScreenName;110000;12083
9;auspol2019;ClosedHash_Linear_ScreenName;120000;13189
9;auspol2019;ClosedHash_Linear_ScreenName;130000;14264
9;auspol2019;ClosedHash_Linear_ScreenName;130449;14318
9;auspol2019;ClosedHash_Quad_UserID;10000;197
9;auspol2019;ClosedHash_Quad_UserID;20000;374
9;auspol2019;ClosedHash_Quad_UserID;30000;531
9;auspol2019;ClosedHash_Quad_UserID;40000;685
9;auspol2019;ClosedHash_Quad_UserID;50000;837
9;auspol2019;ClosedHash_Quad_UserID;60000;978
9;auspol2019;ClosedHash_Quad_UserID;70000;1096
9;auspol2019;ClosedHash_Quad_UserID;80000;1202
9;auspol2019;ClosedHash_Quad_UserID;90000;1309
9;auspol2019;ClosedHash_Quad_UserID;100000;1408
9;auspol2019;ClosedHash_Quad_UserID;110000;1555
9;auspol2019;ClosedHash_Quad_UserID;120000;1678
9;auspol2019;ClosedHash_Quad_UserID;130000;1791
9;auspol2019;ClosedHash_Quad_UserID;130449;1799
9;auspol2019;ClosedHash_Quad_ScreenName;10000;1373
9;auspol2019;ClosedHash_Quad_ScreenName;20000;2528
9;auspol2019;ClosedHash_Quad_ScreenName;30000;3604
9;auspol2019;ClosedHash_Quad_ScreenName;40000;4668
9;auspol2019;ClosedHash_Quad_ScreenName;50000;5709
9;auspol2019;ClosedHash_Quad_ScreenName;60000;6714
9;auspol2019;ClosedHash_Quad_ScreenName;70000;7680
9;auspol2019;ClosedHash_Quad_ScreenName;80000;8627
9;auspol2019;ClosedHash_Quad_ScreenName;90000;9579
9;auspol2019;ClosedHash_Quad_ScreenName;100000;10520
9;auspol2019;ClosedHash_Quad_ScreenName;110000;11577
9;auspol2019;ClosedHash_Quad_ScreenName;120000;12588
9;auspol2019;ClosedHash_Quad_ScreenName;130000;13565
9;auspol2019;ClosedHash_Quad_ScreenName;130449;13613
9;auspol2019;ClosedHash_Double_UserID;10000;109
9;auspol2019;ClosedHash_Double_UserID;20000;244
9;auspol2019;ClosedHash_Double_UserID;30000;381
9;auspol2019;ClosedHash_Double_UserID;40000;520
9;auspol2019;ClosedHash_Double_UserID;50000;659
9;auspol2019;ClosedHash_Double_UserID;60000;792
9;auspol2019;ClosedHash_Double_UserID;70000;907
9;auspol2019;ClosedHash_Double_UserID;80000;1014
9;auspol2019;ClosedHash_Double_UserID;90000;1121
9;auspol2019;ClosedHash_Double_UserID;100000;1224
9;auspol2019;ClosedHash_Double_UserID;110000;1396
9;auspol2019;ClosedHash_Double_UserID;120000;1546
9;auspol2019;ClosedHash_Double_UserID;130000;1685
9;auspol2019;ClosedHash_Double_UserID;130449;1696
9;auspol2019;ClosedHash_Double_ScreenName;10000;1086
9;auspol2019;ClosedHash_Double_ScreenName;20000;2262
9;auspol2019;ClosedHash_Double_ScreenName;30000;3453
9;auspol2019;ClosedHash_Double_ScreenName;40000;4643
9;auspol2019;ClosedHash_Double_ScreenName;50000;5840
9;auspol2019;ClosedHash_Double_ScreenName;60000;7015
9;auspol2019;ClosedHash_Double_ScreenName;70000;8089
9;auspol2019;ClosedHash_Double_ScreenName;80000;9121
9;auspol2019;ClosedHash_Double_ScreenName;90000;10164
9;auspol2019;ClosedHash_Double_ScreenName;100000;11175
9;auspol2019;ClosedHash_Double_ScreenName;110000;12444
9;auspol2019;ClosedHash_Double_ScreenName;120000;13610
9;auspol2019;ClosedHash_Double_ScreenName;130000;14750
9;auspol2019;ClosedHash_Double_ScreenName;130449;14812
10;auspol2019;STL_UnorderedMap_UserID;10000;765
10;auspol2019;STL_UnorderedMap_UserID;20000;1465
10;auspol2019;STL_UnorderedMap_UserID;30000;1903
10;auspol2019;STL_UnorderedMap_UserID;40000;2341
10;auspol2019;STL_UnorderedMap_UserID;50000;3064
10;auspol2019;STL_UnorderedMap_UserID;60000;3435
10;auspol2019;STL_UnorderedMap_UserID;70000;3706
10;auspol2019;STL_UnorderedMap_UserID;80000;3987
10;auspol2019;STL_UnorderedMap_UserID;90000;4260
10;auspol2019;STL_UnorderedMap_UserID;100000;4551
10;auspol2019;STL_UnorderedMap_UserID;110000;5027
10;auspol2019;STL_UnorderedMap_UserID;120000;5409
10;auspol2019;STL_UnorderedMap_UserID;130000;5787
10;auspol2019;STL_UnorderedMap_UserID;130449;5810
10;auspol2019;STL_UnorderedMap_ScreenName;10000;1269
10;auspol2019;STL_UnorderedMap_ScreenName;20000;2420
10;auspol2019;STL_UnorderedMap_ScreenName;30000;3203
10;auspol2019;STL_UnorderedMap_ScreenName;40000;3994
10;auspol2019;STL_UnorderedMap_ScreenName;50000;5064
10;auspol2019;STL_UnorderedMap_ScreenName;60000;5793
10;auspol2019;STL_UnorderedMap_ScreenName;70000;6328
10;auspol2019;STL_UnorderedMap_ScreenName;80000;6866
10;auspol2019;STL_UnorderedMap_ScreenName;90000;7367
10;auspol2019;STL_UnorderedMap_ScreenName;100000;7889
10;auspol2019;STL_UnorderedMap_ScreenName;110000;8657
10;auspol2019;STL_UnorderedMap_ScreenName;120000;9363
10;auspol2019;STL_UnorderedMap_ScreenName;130000;10014
10;auspol2019;STL_UnorderedMap_ScreenName;130449;10050
10;auspol2019;OpenHash_UserID;10000;565
10;auspol2019;OpenHash_UserID;20000;1103
10;auspol2019;OpenHash_UserID;30000;1581
10;auspol2019;OpenHash_UserID;40000;2078
10;auspol2019;OpenHash_UserID;50000;2502
10;auspol2019;OpenHash_UserID;60000;2884
10;auspol2019;OpenHash_UserID;70000;3141
10;auspol2019;OpenHash_UserID;80000;3364
10;auspol2019;OpenHash_UserID;90000;3548
10;auspol2019;OpenHash_UserID;100000;3730
10;auspol2019;OpenHash_UserID;110000;4137
10;auspol2019;OpenHash_UserID;120000;4458
10;auspol2019;OpenHash_UserID;130000;4718
10;auspol2019;OpenHash_UserID;130449;4737
10;auspol2019;OpenHash_ScreenName;10000;1678
10;auspol2019;OpenHash_ScreenName;20000;3415
10;auspol2019;OpenHash_ScreenName;30000;4889
10;auspol2019;OpenHash_ScreenName;40000;6291
10;auspol2019;OpenHash_ScreenName;50000;7610
10;auspol2019;OpenHash_ScreenName;60000;8968
10;auspol2019;OpenHash_ScreenName;70000;10065
10;auspol2019;OpenHash_ScreenName;80000;11166
10;auspol2019;OpenHash_ScreenName;90000;12193
10;auspol2019;OpenHash_ScreenName;100000;13234
10;auspol2019;OpenHash_ScreenName;110000;14610
10;auspol2019;OpenHash_ScreenName;120000;15864
10;auspol2019;OpenHash_ScreenName;130000;17043
10;auspol2019;OpenHash_ScreenName;130449;17107
10;auspol2019;ClosedHash_Linear_UserID;10000;110
10;auspol2019;ClosedHash_Linear_UserID;20000;244
10;auspol2019;ClosedHash_Linear_UserID;30000;377
10;auspol2019;ClosedHash_Linear_UserID;40000;510
10;auspol2019;ClosedHash_Linear_UserID;50000;642
10;auspol2019;ClosedHash_Linear_UserID;60000;770
10;auspol2019;ClosedHash_Linear_UserID;70000;883
10;auspol2019;ClosedHash_Linear_UserID;80000;981
10;auspol2019;ClosedHash_Linear_UserID;90000;1081
10;auspol2019;ClosedHash_Linear_UserID;100000;1175
10;auspol2019;ClosedHash_Linear_UserID;110000;1336
10;auspol2019;ClosedHash_Linear_UserID;120000;1472
10;auspol2019;ClosedHash_Linear_UserID;130000;1598
10;auspol2019;ClosedHash_Linear_UserID;130449;1607
10;auspol2019;ClosedHash_Linear_ScreenName;10000;1062
10;auspol2019;ClosedHash_Linear_ScreenName;20000;2189
10;auspol2019;ClosedHash_Linear_ScreenName;30000;3309
10;auspol2019;ClosedHash_Linear_ScreenName;40000;4426
10;auspol2019;ClosedHash_Linear_ScreenName;50000;5555
10;auspol2019;ClosedHash_Linear_ScreenName;60000;6720
10;auspol2019;ClosedHash_Linear_ScreenName;70000;7874
10;auspol2019;ClosedHash_Linear_ScreenName;80000;8983
10;auspol2019;ClosedHash_Linear_ScreenName;90000;10087
10;auspol2019;ClosedHash_Linear_ScreenName;100000;11287
10;auspol2019;ClosedHash_Linear_ScreenName;110000;12543
10;auspol2019;ClosedHash_Linear_ScreenName;120000;13722
10;auspol2019;ClosedHash_Linear_ScreenName;130000;14829
10;auspol2019;ClosedHash_Linear_ScreenName;130449;14886
10;auspol2019;ClosedHash_Quad_UserID;10000;190
10;auspol2019;ClosedHash_Quad_UserID;20000;358
10;auspol2019;ClosedHash_Quad_UserID;30000;507
10;auspol2019;ClosedHash_Quad_UserID;40000;655
10;auspol2019;ClosedHash_Quad_UserID;50000;800
10;auspol2019;ClosedHash_Quad_UserID;60000;938
10;auspol2019;ClosedHash_Quad_UserID;70000;1052
10;auspol2019;ClosedHash_Quad_UserID;80000;1161
10;auspol2019;ClosedHash_Quad_UserID;90000;1292
10;auspol2019;ClosedHash_Quad_UserID;100000;1393
10;auspol2019;ClosedHash_Quad_UserID;110000;1537
10;auspol2019;ClosedHash_Quad_UserID;120000;1660
10;auspol2019;ClosedHash_Quad_UserID;130000;1773
10;auspol2019;ClosedHash_Quad_UserID;130449;1781
10;auspol2019;ClosedHash_Quad_ScreenName;10000;1345
10;auspol2019;ClosedHash_Quad_ScreenName;20000;2562
10;auspol2019;ClosedHash_Quad_ScreenName;30000;3636
10;auspol2019;ClosedHash_Quad_ScreenName;40000;4689
10;auspol2019;ClosedHash_Quad_ScreenName;50000;5710
10;auspol2019;ClosedHash_Quad_ScreenName;60000;6730
10;auspol2019;ClosedHash_Quad_ScreenName;70000;7705
10;auspol2019;ClosedHash_Quad_ScreenName;80000;8669
10;auspol2019;ClosedHash_Quad_ScreenName;90000;9623
10;auspol2019;ClosedHash_Quad_ScreenName;100000;10584
10;auspol2019;ClosedHash_Quad_ScreenName;110000;11633
10;auspol2019;ClosedHash_Quad_ScreenName;120000;12640
10;auspol2019;ClosedHash_Quad_ScreenName;130000;13645
10;auspol2019;ClosedHash_Quad_ScreenName;130449;13694
10;auspol2019;ClosedHash_Double_UserID;10000;111
10;auspol2019;ClosedHash_Double_UserID;20000;248
10;auspol2019;ClosedHash_Double_UserID;30000;394
10;auspol2019;ClosedHash_Double_UserID;40000;536
10;auspol2019;ClosedHash_Double_UserID;50000;679
10;auspol2019;ClosedHash_Double_UserID;60000;814
10;auspol2019;ClosedHash_Double_UserID;70000;931
10;auspol2019;ClosedHash_Double_UserID;80000;1037
10;auspol2019;ClosedHash_Double_UserID;90000;1147
10;auspol2019;ClosedHash_Double_UserID;100000;1251
10;auspol2019;ClosedHash_Double_UserID;110000;1424
10;auspol2019;ClosedHash_Double_UserID;120000;1576
10;auspol2019;ClosedHash_Double_UserID;130000;1716
10;auspol2019;ClosedHash_Double_UserID;130449;1727
10;auspol2019;ClosedHash_Double_ScreenName;10000;1082
10;auspol2019;ClosedHash_Double_ScreenName;20000;2223
10;auspol2019;ClosedHash_Double_ScreenName;30000;3364
10;auspol2019;ClosedHash_Double_ScreenName;40000;4499
10;auspol2019;ClosedHash_Double_ScreenName;50000;5665
10;auspol2019;ClosedHash_Double_ScreenName;60000;6828
10;auspol2019;ClosedHash_Double_ScreenName;70000;7891
10;auspol2019;ClosedHash_Double_ScreenName;80000;8918
10;auspol2019;ClosedHash_Double_ScreenName;90000;9957
10;auspol2019;ClosedHash_Double_ScreenName;100000;11011
10;auspol2019;ClosedHash_Double_ScreenName;110000;12258
10;auspol2019;ClosedHash_Double_ScreenName;120000;13425
10;auspol2019;ClosedHash_Double_ScreenName;130000;14629
10;auspol2019;ClosedHash_Double_ScreenName;130449;14693
11;auspol2019;STL_UnorderedMap_UserID;10000;818
11;auspol2019;STL_UnorderedMap_UserID;20000;1517
11;auspol2019;STL_UnorderedMap_UserID;30000;1971
11;auspol2019;STL_UnorderedMap_UserID;40000;2441
11;auspol2019;STL_UnorderedMap_UserID;50000;3173
11;auspol2019;STL_UnorderedMap_UserID;60000;3536
11;auspol2019;STL_UnorderedMap_UserID;70000;3861
11;auspol2019;STL_UnorderedMap_UserID;80000;4245
11;auspol2019;STL_UnorderedMap_UserID;90000;4591
11;auspol2019;STL_UnorderedMap_UserID;100000;4936
11;auspol2019;STL_UnorderedMap_UserID;110000;5453
11;auspol2019;STL_UnorderedMap_UserID;120000;5914
11;auspol2019;STL_UnorderedMap_UserID;130000;6357
11;auspol2019;STL_UnorderedMap_UserID;130449;6386
11;auspol2019;STL_UnorderedMap_ScreenName;10000;1276
11;auspol2019;STL_UnorderedMap_ScreenName;20000;2427
11;auspol2019;STL_UnorderedMap_ScreenName;30000;3211
11;auspol2019;STL_UnorderedMap_ScreenName;40000;3991
11;auspol2019;STL_UnorderedMap_ScreenName;50000;5117
11;auspol2019;STL_UnorderedMap_ScreenName;60000;5832
11;auspol2019;STL_UnorderedMap_ScreenName;70000;6360
11;auspol2019;STL_UnorderedMap_ScreenName;80000;6898
11;auspol2019;STL_UnorderedMap_ScreenName;90000;7390
11;auspol2019;STL_UnorderedMap_ScreenName;100000;7909
11;auspol2019;STL_UnorderedMap_ScreenName;110000;8671
11;auspol2019;STL_UnorderedMap_ScreenName;120000;9347
11;auspol2019;STL_UnorderedMap_ScreenName;130000;9993
11;auspol2019;STL_UnorderedMap_ScreenName;130449;10029
11;auspol2019;OpenHash_UserID;10000;730
11;auspol2019;OpenHash_UserID;20000;1335
11;auspol2019;OpenHash_UserID;30000;1860
11;auspol2019;OpenHash_UserID;40000;2332
11;auspol2019;OpenHash_UserID;50000;2749
11;auspol2019;OpenHash_UserID;60000;3112
11;auspol2019;OpenHash_UserID;70000;3383
11;auspol2019;OpenHash_UserID;80000;3597
11;auspol2019;OpenHash_UserID;90000;3774
11;auspol2019;OpenHash_UserID;100000;3956
11;auspol2019;OpenHash_UserID;110000;4365
11;auspol2019;OpenHash_UserID;120000;4694
11;auspol2019;OpenHash_UserID;130000;4959
11;auspol2019;OpenHash_UserID;130449;4978
11;auspol2019;OpenHash_ScreenName;10000;1835
11;auspol2019;OpenHash_ScreenName;20000;3526
11;auspol2019;OpenHash_ScreenName;30000;5045
11;auspol2019;OpenHash_ScreenName;40000;6492
11;auspol2019;OpenHash_ScreenName;50000;7815
11;auspol2019;OpenHash_ScreenName;60000;9151
11;auspol2019;OpenHash_ScreenName;70000;10237
11;auspol2019;OpenHash_ScreenName;80000;11359
11;auspol2019;OpenHash_ScreenName;90000;12367
11;auspol2019;OpenHash_ScreenName;100000;13460
11;auspol2019;OpenHash_ScreenName;110000;14862
11;auspol2019;OpenHash_ScreenName;120000;16111
11;auspol2019;OpenHash_ScreenName;130000;17284
11;auspol2019;OpenHash_ScreenName;130449;17348
11;auspol2019;ClosedHash_Linear_UserID;10000;110
