numero_experimento;dataset;estructura_de_datos;cantidad_consultas;tiempo_ejecucion_us
4;auspol2019;ClosedHash_Linear_UserID;80000;1008
4;auspol2019;ClosedHash_Linear_UserID;90000;1111
4;auspol2019;ClosedHash_Linear_UserID;100000;1208
4;auspol2019;ClosedHash_Linear_UserID;110000;1371
4;auspol2019;ClosedHash_Linear_UserID;120000;1511
4;auspol2019;ClosedHash_Linear_UserID;130000;1639
4;auspol2019;ClosedHash_Linear_UserID;130449;1648
4;auspol2019;ClosedHash_Linear_ScreenName;10000;1072
4;auspol2019;ClosedHash_Linear_ScreenName;20000;2180
4;auspol2019;ClosedHash_Linear_ScreenName;30000;3302
4;auspol2019;ClosedHash_Linear_ScreenName;40000;4438
4;auspol2019;ClosedHash_Linear_ScreenName;50000;5567
4;auspol2019;ClosedHash_Linear_ScreenName;60000;6700
4;auspol2019;ClosedHash_Linear_ScreenName;70000;7784
4;auspol2019;ClosedHash_Linear_ScreenName;80000;8849
4;auspol2019;ClosedHash_Linear_ScreenName;90000;9917
4;auspol2019;ClosedHash_Linear_ScreenName;100000;10962
4;auspol2019;ClosedHash_Linear_ScreenName;110000;12154
4;auspol2019;ClosedHash_Linear_ScreenName;120000;13291
4;auspol2019;ClosedHash_Linear_ScreenName;130000;14399
4;auspol2019;ClosedHash_Linear_ScreenName;130449;14502
4;auspol2019;ClosedHash_Quad_UserID;10000;225
4;auspol2019;ClosedHash_Quad_UserID;20000;406
4;auspol2019;ClosedHash_Quad_UserID;30000;565
4;auspol2019;ClosedHash_Quad_UserID;40000;720
4;auspol2019;ClosedHash_Quad_UserID;50000;875
4;auspol2019;ClosedHash_Quad_UserID;60000;1021
4;auspol2019;ClosedHash_Quad_UserID;70000;1139
4;auspol2019;ClosedHash_Quad_UserID;80000;1246
4;auspol2019;ClosedHash_Quad_UserID;90000;1354
4;auspol2019;ClosedHash_Quad_UserID;100000;1456
4;auspol2019;ClosedHash_Quad_UserID;110000;1604
4;auspol2019;ClosedHash_Quad_UserID;120000;1729
4;auspol2019;ClosedHash_Quad_UserID;130000;1843
4;auspol2019;ClosedHash_Quad_UserID;130449;1851
4;auspol2019;ClosedHash_Quad_ScreenName;10000;1357
4;auspol2019;ClosedHash_Quad_ScreenName;20000;2527
4;auspol2019;ClosedHash_Quad_ScreenName;30000;3607
4;auspol2019;ClosedHash_Quad_ScreenName;40000;4667
4;auspol2019;ClosedHash_Quad_ScreenName;50000;5707
4;auspol2019;ClosedHash_Quad_ScreenName;60000;6743
4;auspol2019;ClosedHash_Quad_ScreenName;70000;7743
4;auspol2019;ClosedHash_Quad_ScreenName;80000;8717
4;auspol2019;ClosedHash_Quad_ScreenName;90000;9699
4;auspol2019;ClosedHash_Quad_ScreenName;100000;10670
4;auspol2019;ClosedHash_Quad_ScreenName;110000;11753
4;auspol2019;ClosedHash_Quad_ScreenName;120000;12778
4;auspol2019;ClosedHash_Quad_ScreenName;130000;13770
4;auspol2019;ClosedHash_Quad_ScreenName;130449;13820
4;auspol2019;ClosedHash_Double_UserID;10000;113
4;auspol2019;ClosedHash_Double_UserID;20000;255
4;auspol2019;ClosedHash_Double_UserID;30000;399
4;auspol2019;ClosedHash_Double_UserID;40000;545
4;auspol2019;ClosedHash_Double_UserID;50000;689
4;auspol2019;ClosedHash_Double_UserID;60000;828
4;auspol2019;ClosedHash_Double_UserID;70000;947
4;auspol2019;ClosedHash_Double_UserID;80000;1057
4;auspol2019;ClosedHash_Double_UserID;90000;1169
4;auspol2019;ClosedHash_Double_UserID;100000;1276
4;auspol2019;ClosedHash_Double_UserID;110000;1457
4;auspol2019;ClosedHash_Double_UserID;120000;1613
4;auspol2019;ClosedHash_Double_UserID;130000;1756
4;auspol2019;ClosedHash_Double_UserID;130449;1767
4;auspol2019;ClosedHash_Double_ScreenName;10000;1061
4;auspol2019;ClosedHash_Double_ScreenName;20000;2195
4;auspol2019;ClosedHash_Double_ScreenName;30000;3351
4;auspol2019;ClosedHash_Double_ScreenName;40000;4516
4;auspol2019;ClosedHash_Double_ScreenName;50000;5697
4;auspol2019;ClosedHash_Double_ScreenName;60000;6880
4;auspol2019;ClosedHash_Double_ScreenName;70000;8012
4;auspol2019;ClosedHash_Double_ScreenName;80000;9080
4;auspol2019;ClosedHash_Double_ScreenName;90000;10160
4;auspol2019;ClosedHash_Double_ScreenName;100000;11208
4;auspol2019;ClosedHash_Double_ScreenName;110000;12471
4;auspol2019;ClosedHash_Double_ScreenName;120000;13661
4;auspol2019;ClosedHash_Double_ScreenName;130000;14800
4;auspol2019;ClosedHash_Double_ScreenName;130449;14864
5;auspol2019;STL_UnorderedMap_UserID;10000;847
5;auspol2019;STL_UnorderedMap_UserID;20000;1598
5;auspol2019;STL_UnorderedMap_UserID;30000;2041
5;auspol2019;STL_UnorderedMap_UserID;40000;2512
5;auspol2019;STL_UnorderedMap_UserID;50000;3260
5;auspol2019;STL_UnorderedMap_UserID;60000;3642
5;auspol2019;STL_UnorderedMap_UserID;70000;3943
5;auspol2019;STL_UnorderedMap_UserID;80000;4227
5;auspol2019;STL_UnorderedMap_UserID;90000;4504
5;auspol2019;STL_UnorderedMap_UserID;100000;4795
5;auspol2019;STL_UnorderedMap_UserID;110000;5262
5;auspol2019;STL_UnorderedMap_UserID;120000;5657
5;auspol2019;STL_UnorderedMap_UserID;130000;6041
5;auspol2019;STL_UnorderedMap_UserID;130449;6064
5;auspol2019;STL_UnorderedMap_ScreenName;10000;1270
5;auspol2019;STL_UnorderedMap_ScreenName;20000;2456
5;auspol2019;STL_UnorderedMap_ScreenName;30000;3283
5;auspol2019;STL_UnorderedMap_ScreenName;40000;4133
5;auspol2019;STL_UnorderedMap_ScreenName;50000;5240
5;auspol2019;STL_UnorderedMap_ScreenName;60000;6014
5;auspol2019;STL_UnorderedMap_ScreenName;70000;6571
5;auspol2019;STL_UnorderedMap_ScreenName;80000;7164
5;auspol2019;STL_UnorderedMap_ScreenName;90000;7682
5;auspol2019;STL_UnorderedMap_ScreenName;100000;8231
5;auspol2019;STL_UnorderedMap_ScreenName;110000;9085
5;auspol2019;STL_UnorderedMap_ScreenName;120000;9801
5;auspol2019;STL_UnorderedMap_ScreenName;130000;10475
5;auspol2019;STL_UnorderedMap_ScreenName;130449;10514
5;auspol2019;OpenHash_UserID;10000;659
5;auspol2019;OpenHash_UserID;20000;1215
5;auspol2019;OpenHash_UserID;30000;1610
5;auspol2019;OpenHash_UserID;40000;2018
5;auspol2019;OpenHash_UserID;50000;2380
5;auspol2019;OpenHash_UserID;60000;2723
5;auspol2019;OpenHash_UserID;70000;2956
5;auspol2019;OpenHash_UserID;80000;3152
5;auspol2019;OpenHash_UserID;90000;3309
5;auspol2019;OpenHash_UserID;100000;3481
5;auspol2019;OpenHash_UserID;110000;3860
5;auspol2019;OpenHash_UserID;120000;4176
5;auspol2019;OpenHash_UserID;130000;4422
5;auspol2019;OpenHash_UserID;130449;4441
5;auspol2019;OpenHash_ScreenName;10000;1747
5;auspol2019;OpenHash_ScreenName;20000;3497
5;auspol2019;OpenHash_ScreenName;30000;5179
5;auspol2019;OpenHash_ScreenName;40000;6792
5;auspol2019;OpenHash_ScreenName;50000;8269
5;auspol2019;OpenHash_ScreenName;60000;9786
5;auspol2019;OpenHash_ScreenName;70000;10966
5;auspol2019;OpenHash_ScreenName;80000;12107
5;auspol2019;OpenHash_ScreenName;90000;13169
5;auspol2019;OpenHash_ScreenName;100000;14253
5;auspol2019;OpenHash_ScreenName;110000;15681
5;auspol2019;OpenHash_ScreenName;120000;16962
5;auspol2019;OpenHash_ScreenName;130000;18190
5;auspol2019;OpenHash_ScreenName;130449;18259
5;auspol2019;ClosedHash_Linear_UserID;10000;111
5;auspol2019;ClosedHash_Linear_UserID;20000;247
5;auspol2019;ClosedHash_Linear_UserID;30000;382
5;auspol2019;ClosedHash_Linear_UserID;40000;514
5;auspol2019;ClosedHash_Linear_UserID;50000;646
5;auspol2019;ClosedHash_Linear_UserID;60000;772
5;auspol2019;ClosedHash_Linear_UserID;70000;877
5;auspol2019;ClosedHash_Linear_UserID;80000;975
5;auspol2019;ClosedHash_Linear_UserID;90000;1076
5;auspol2019;ClosedHash_Linear_UserID;100000;1171
5;auspol2019;ClosedHash_Linear_UserID;110000;1379
5;auspol2019;ClosedHash_Linear_UserID;120000;1590
5;auspol2019;ClosedHash_Linear_UserID;130000;1801
5;auspol2019;ClosedHash_Linear_UserID;130449;1818
5;auspol2019;ClosedHash_Linear_ScreenName;10000;1225
5;auspol2019;ClosedHash_Linear_ScreenName;20000;2443
5;auspol2019;ClosedHash_Linear_ScreenName;30000;3640
5;auspol2019;ClosedHash_Linear_ScreenName;40000;4840
5;auspol2019;ClosedHash_Linear_ScreenName;50000;6016
5;auspol2019;ClosedHash_Linear_ScreenName;60000;7186
5;auspol2019;ClosedHash_Linear_ScreenName;70000;8287
5;auspol2019;ClosedHash_Linear_ScreenName;80000;9362
5;auspol2019;ClosedHash_Linear_ScreenName;90000;10462
5;auspol2019;ClosedHash_Linear_ScreenName;100000;11542
5;auspol2019;ClosedHash_Linear_ScreenName;110000;12861
5;auspol2019;ClosedHash_Linear_ScreenName;120000;14077
5;auspol2019;ClosedHash_Linear_ScreenName;130000;15344
5;auspol2019;ClosedHash_Linear_ScreenName;130449;15406
5;auspol2019;ClosedHash_Quad_UserID;10000;246
5;auspol2019;ClosedHash_Quad_UserID;20000;474
5;auspol2019;ClosedHash_Quad_UserID;30000;674
5;auspol2019;ClosedHash_Quad_UserID;40000;864
5;auspol2019;ClosedHash_Quad_UserID;50000;1050
5;auspol2019;ClosedHash_Quad_UserID;60000;1222
5;auspol2019;ClosedHash_Quad_UserID;70000;1363
5;auspol2019;ClosedHash_Quad_UserID;80000;1480
5;auspol2019;ClosedHash_Quad_UserID;90000;1599
5;auspol2019;ClosedHash_Quad_UserID;100000;1705
5;auspol2019;ClosedHash_Quad_UserID;110000;1872
5;auspol2019;ClosedHash_Quad_UserID;120000;2015
5;auspol2019;ClosedHash_Quad_UserID;130000;2142
5;auspol2019;ClosedHash_Quad_UserID;130449;2150
5;auspol2019;ClosedHash_Quad_ScreenName;10000;1494
5;auspol2019;ClosedHash_Quad_ScreenName;20000;2753
5;auspol2019;ClosedHash_Quad_ScreenName;30000;3914
5;auspol2019;ClosedHash_Quad_ScreenName;40000;5011
5;auspol2019;ClosedHash_Quad_ScreenName;50000;6181
5;auspol2019;ClosedHash_Quad_ScreenName;60000;7324
5;auspol2019;ClosedHash_Quad_ScreenName;70000;8353
5;auspol2019;ClosedHash_Quad_ScreenName;80000;9362
5;auspol2019;ClosedHash_Quad_ScreenName;90000;10376
5;auspol2019;ClosedHash_Quad_ScreenName;100000;11362
5;auspol2019;ClosedHash_Quad_ScreenName;110000;12517
5;auspol2019;ClosedHash_Quad_ScreenName;120000;13597
5;auspol2019;ClosedHash_Quad_ScreenName;130000;14782
5;auspol2019;ClosedHash_Quad_ScreenName;130449;14837
5;auspol2019;ClosedHash_Double_UserID;10000;116
5;auspol2019;ClosedHash_Double_UserID;20000;259
5;auspol2019;ClosedHash_Double_UserID;30000;401
5;auspol2019;ClosedHash_Double_UserID;40000;543
5;auspol2019;ClosedHash_Double_UserID;50000;687
5;auspol2019;ClosedHash_Double_UserID;60000;825
5;auspol2019;ClosedHash_Double_UserID;70000;946
5;auspol2019;ClosedHash_Double_UserID;80000;1056
5;auspol2019;ClosedHash_Double_UserID;90000;1171
5;auspol2019;ClosedHash_Double_UserID;100000;1280
5;auspol2019;ClosedHash_Double_UserID;110000;1467
5;auspol2019;ClosedHash_Double_UserID;120000;1630
5;auspol2019;ClosedHash_Double_UserID;130000;1781
5;auspol2019;ClosedHash_Double_UserID;130449;1792
5;auspol2019;ClosedHash_Double_ScreenName;10000;1091
5;auspol2019;ClosedHash_Double_ScreenName;20000;2269
5;auspol2019;ClosedHash_Double_ScreenName;30000;3447
5;auspol2019;ClosedHash_Double_ScreenName;40000;4630
5;auspol2019;ClosedHash_Double_ScreenName;50000;5827
5;auspol2019;ClosedHash_Double_ScreenName;60000;7021
5;auspol2019;ClosedHash_Double_ScreenName;70000;8136
5;auspol2019;ClosedHash_Double_ScreenName;80000;9212
5;auspol2019;ClosedHash_Double_ScreenName;90000;10295
5;auspol2019;ClosedHash_Double_ScreenName;100000;11345
5;auspol2019;ClosedHash_Double_ScreenName;110000;12623
5;auspol2019;ClosedHash_Double_ScreenName;120000;13832
5;auspol2019;ClosedHash_Double_ScreenName;130000;14980
5;auspol2019;ClosedHash_Double_ScreenName;130449;15044
6;auspol2019;STL_UnorderedMap_UserID;10000;851
6;auspol2019;STL_UnorderedMap_UserID;20000;1597
6;auspol2019;STL_UnorderedMap_UserID;30000;2038
6;auspol2019;STL_UnorderedMap_UserID;40000;2864
6;auspol2019;STL_UnorderedMap_UserID;50000;3650
6;auspol2019;STL_UnorderedMap_UserID;60000;4058
6;auspol2019;STL_UnorderedMap_UserID;70000;4367
6;auspol2019;STL_UnorderedMap_UserID;80000;4666
6;auspol2019;STL_UnorderedMap_UserID;90000;4946
6;auspol2019;STL_UnorderedMap_UserID;100000;5239
6;auspol2019;STL_UnorderedMap_UserID;110000;5709
6;auspol2019;STL_UnorderedMap_UserID;120000;6109
6;auspol2019;STL_UnorderedMap_UserID;130000;6496
6;auspol2019;STL_UnorderedMap_UserID;130449;6519
6;auspol2019;STL_UnorderedMap_ScreenName;10000;1259
6;auspol2019;STL_UnorderedMap_ScreenName;20000;2412
6;auspol2019;STL_UnorderedMap_ScreenName;30000;3197
6;auspol2019;STL_UnorderedMap_ScreenName;40000;3996
6;auspol2019;STL_UnorderedMap_ScreenName;50000;5077
6;auspol2019;STL_UnorderedMap_ScreenName;60000;5814
6;auspol2019;STL_UnorderedMap_ScreenName;70000;6356
6;auspol2019;STL_UnorderedMap_ScreenName;80000;6916
6;auspol2019;STL_UnorderedMap_ScreenName;90000;7416
6;auspol2019;STL_UnorderedMap_ScreenName;100000;7943
6;auspol2019;STL_UnorderedMap_ScreenName;110000;8718
6;auspol2019;STL_UnorderedMap_ScreenName;120000;9402
6;auspol2019;STL_UnorderedMap_ScreenName;130000;10054
6;auspol2019;STL_UnorderedMap_ScreenName;130449;10091
6;auspol2019;OpenHash_UserID;10000;1128
6;auspol2019;OpenHash_UserID;20000;1884
6;auspol2019;OpenHash_UserID;30000;2397
6;auspol2019;OpenHash_UserID;40000;2885
6;auspol2019;OpenHash_UserID;50000;3394
6;auspol2019;OpenHash_UserID;60000;3823
6;auspol2019;OpenHash_UserID;70000;4177
6;auspol2019;OpenHash_UserID;80000;4442
6;auspol2019;OpenHash_UserID;90000;4683
6;auspol2019;OpenHash_UserID;100000;4898
6;auspol2019;OpenHash_UserID;110000;5370
6;auspol2019;OpenHash_UserID;120000;5736
6;auspol2019;OpenHash_UserID;130000;6032
6;auspol2019;OpenHash_UserID;130449;6054
6;auspol2019;OpenHash_ScreenName;10000;1657
6;auspol2019;OpenHash_ScreenName;20000;3164
6;auspol2019;OpenHash_ScreenName;30000;4554
6;auspol2019;OpenHash_ScreenName;40000;5923
6;auspol2019;OpenHash_ScreenName;50000;7231
6;auspol2019;OpenHash_ScreenName;60000;8570
6;auspol2019;OpenHash_ScreenName;70000;9654
6;auspol2019;OpenHash_ScreenName;80000;10734
6;auspol2019;OpenHash_ScreenName;90000;11764
6;auspol2019;OpenHash_ScreenName;100000;12812
6;auspol2019;OpenHash_ScreenName;110000;14170
6;auspol2019;OpenHash_ScreenName;120000;15397
6;auspol2019;OpenHash_ScreenName;130000;16564
6;auspol2019;OpenHash_ScreenName;130449;16674
6;auspol2019;ClosedHash_Linear_UserID;10000;115
6;auspol2019;ClosedHash_Linear_UserID;20000;254
6;auspol2019;ClosedHash_Linear_UserID;30000;390
6;auspol2019;ClosedHash_Linear_UserID;40000;530
6;auspol2019;ClosedHash_Linear_UserID;50000;673
6;auspol2019;ClosedHash_Linear_UserID;60000;802
6;auspol2019;ClosedHash_Linear_UserID;70000;910
6;auspol2019;ClosedHash_Linear_UserID;80000;1011
6;auspol2019;ClosedHash_Linear_UserID;90000;1114
6;auspol2019;ClosedHash_Linear_UserID;100000;1211
6;auspol2019;ClosedHash_Linear_UserID;110000;1372
6;auspol2019;ClosedHash_Linear_UserID;120000;1536
6;auspol2019;ClosedHash_Linear_UserID;130000;1666
6;auspol2019;ClosedHash_Linear_UserID;130449;1675
6;auspol2019;ClosedHash_Linear_ScreenName;10000;1042
6;auspol2019;ClosedHash_Linear_ScreenName;20000;2146
6;auspol2019;ClosedHash_Linear_ScreenName;30000;3268
6;auspol2019;ClosedHash_Linear_ScreenName;40000;4421
6;auspol2019;ClosedHash_Linear_ScreenName;50000;5562
6;auspol2019;ClosedHash_Linear_ScreenName;60000;6704
6;auspol2019;ClosedHash_Linear_ScreenName;70000;7798
6;auspol2019;ClosedHash_Linear_ScreenName;80000;8866
6;auspol2019;ClosedHash_Linear_ScreenName;90000;9933
6;auspol2019;ClosedHash_Linear_ScreenName;100000;10982
6;auspol2019;ClosedHash_Linear_ScreenName;110000;12169
6;auspol2019;ClosedHash_Linear_ScreenName;120000;13308
6;auspol2019;ClosedHash_Linear_ScreenName;130000;14445
6;auspol2019;ClosedHash_Linear_ScreenName;130449;14500
6;auspol2019;ClosedHash_Quad_UserID;10000;201
6;auspol2019;ClosedHash_Quad_UserID;20000;378
6;auspol2019;ClosedHash_Quad_UserID;30000;535
6;auspol2019;ClosedHash_Quad_UserID;40000;693
6;auspol2019;ClosedHash_Quad_UserID;50000;844
6;auspol2019;ClosedHash_Quad_UserID;60000;987
6;auspol2019;ClosedHash_Quad_UserID;70000;1105
6;auspol2019;ClosedHash_Quad_UserID;80000;1212
6;auspol2019;ClosedHash_Quad_UserID;90000;1320
6;auspol2019;ClosedHash_Quad_UserID;100000;1419
6;auspol2019;ClosedHash_Quad_UserID;110000;1568
6;auspol2019;ClosedHash_Quad_UserID;120000;1698
6;auspol2019;ClosedHash_Quad_UserID;130000;1814
6;auspol2019;ClosedHash_Quad_UserID;130449;1821
6;auspol2019;ClosedHash_Quad_ScreenName;10000;1579
6;auspol2019;ClosedHash_Quad_ScreenName;20000;2863
6;auspol2019;ClosedHash_Quad_ScreenName;30000;3952
6;auspol2019;ClosedHash_Quad_ScreenName;40000;5020
6;auspol2019;ClosedHash_Quad_ScreenName;50000;6062
6;auspol2019;ClosedHash_Quad_ScreenName;60000;7105
6;auspol2019;ClosedHash_Quad_ScreenName;70000;8102
6;auspol2019;ClosedHash_Quad_ScreenName;80000;9079
6;auspol2019;ClosedHash_Quad_ScreenName;90000;10071
6;auspol2019;ClosedHash_Quad_ScreenName;100000;11065
6;auspol2019;ClosedHash_Quad_ScreenName;110000;12135
6;auspol2019;ClosedHash_Quad_ScreenName;120000;13156
6;auspol2019;ClosedHash_Quad_ScreenName;130000;14167
6;auspol2019;ClosedHash_Quad_ScreenName;130449;14218
6;auspol2019;ClosedHash_Double_UserID;10000;113
6;auspol2019;ClosedHash_Double_UserID;20000;253
6;auspol2019;ClosedHash_Double_UserID;30000;395
6;auspol2019;ClosedHash_Double_UserID;40000;547
6;auspol2019;ClosedHash_Double_UserID;50000;697
6;auspol2019;ClosedHash_Double_UserID;60000;839
6;auspol2019;ClosedHash_Double_UserID;70000;960
6;auspol2019;ClosedHash_Double_UserID;80000;1073
6;auspol2019;ClosedHash_Double_UserID;90000;1188
6;auspol2019;ClosedHash_Double_UserID;100000;1297
6;auspol2019;ClosedHash_Double_UserID;110000;1480
6;auspol2019;ClosedHash_Double_UserID;120000;1643
6;auspol2019;ClosedHash_Double_UserID;130000;1788
6;auspol2019;ClosedHash_Double_UserID;130449;1799
6;auspol2019;ClosedHash_Double_ScreenName;10000;1059
6;auspol2019;ClosedHash_Double_ScreenName;20000;2193
6;auspol2019;ClosedHash_Double_ScreenName;30000;3334
6;auspol2019;ClosedHash_Double_ScreenName;40000;4493
6;auspol2019;ClosedHash_Double_ScreenName;50000;5651
6;auspol2019;ClosedHash_Double_ScreenName;60000;6806
6;auspol2019;ClosedHash_Double_ScreenName;70000;7928
6;auspol2019;ClosedHash_Double_ScreenName;80000;8990
6;auspol2019;ClosedHash_Double_ScreenName;90000;10062
6;auspol2019;ClosedHash_Double_ScreenName;100000;11112
6;auspol2019;ClosedHash_Double_ScreenName;110000;12418
6;auspol2019;ClosedHash_Double_ScreenName;120000;13669
6;auspol2019;ClosedHash_Double_ScreenName;130000;14863
6;auspol2019;ClosedHash_Double_ScreenName;130449;14932
7;auspol2019;STL_UnorderedMap_UserID;10000;819
7;auspol2019;STL_UnorderedMap_UserID;20000;1527
7;auspol2019;STL_UnorderedMap_UserID;30000;1997
7;auspol2019;STL_UnorderedMap_UserID;40000;2465
7;auspol2019;STL_UnorderedMap_UserID;50000;3191
7;auspol2019;STL_UnorderedMap_UserID;60000;3597
7;auspol2019;STL_UnorderedMap_UserID;70000;3883
7;auspol2019;STL_UnorderedMap_UserID;80000;4167
7;auspol2019;STL_UnorderedMap_UserID;90000;4443
7;auspol2019;STL_UnorderedMap_UserID;100000;4703
7;auspol2019;STL_UnorderedMap_UserID;110000;5168
7;auspol2019;STL_UnorderedMap_UserID;120000;5553
7;auspol2019;STL_UnorderedMap_UserID;130000;5937
7;auspol2019;STL_UnorderedMap_UserID;130449;5961
7;auspol2019;STL_UnorderedMap_ScreenName;10000;1249
7;auspol2019;STL_UnorderedMap_ScreenName;20000;2375
7;auspol2019;STL_UnorderedMap_ScreenName;30000;3159
7;auspol2019;STL_UnorderedMap_ScreenName;40000;3989
7;auspol2019;STL_UnorderedMap_ScreenName;50000;5053
7;auspol2019;STL_UnorderedMap_ScreenName;60000;5785
7;auspol2019;STL_UnorderedMap_ScreenName;70000;6332
7;auspol2019;STL_UnorderedMap_ScreenName;80000;6891
7;auspol2019;STL_UnorderedMap_ScreenName;90000;7395
7;auspol2019;STL_UnorderedMap_ScreenName;100000;7920
7;auspol2019;STL_UnorderedMap_ScreenName;110000;8674
7;auspol2019;STL_UnorderedMap_ScreenName;120000;9361
7;auspol2019;STL_UnorderedMap_ScreenName;130000;10004
7;auspol2019;STL_UnorderedMap_ScreenName;130449;10041
7;auspol2019;OpenHash_UserID;10000;645
7;auspol2019;OpenHash_UserID;20000;1180
7;auspol2019;OpenHash_UserID;30000;1580
7;auspol2019;OpenHash_UserID;40000;2071
7;auspol2019;OpenHash_UserID;50000;2499
7;auspol2019;OpenHash_UserID;60000;2898
7;auspol2019;OpenHash_UserID;70000;3185
7;auspol2019;OpenHash_UserID;80000;3415
7;auspol2019;OpenHash_UserID;90000;3612
7;auspol2019;OpenHash_UserID;100000;3848
7;auspol2019;OpenHash_UserID;110000;4379
7;auspol2019;OpenHash_UserID;120000;4761
7;auspol2019;OpenHash_UserID;130000;5060
7;auspol2019;OpenHash_UserID;130449;5082
7;auspol2019;OpenHash_ScreenName;10000;1606
7;auspol2019;OpenHash_ScreenName;20000;3085
7;auspol2019;OpenHash_ScreenName;30000;4577
7;auspol2019;OpenHash_ScreenName;40000;6038
7;auspol2019;OpenHash_ScreenName;50000;7385
7;auspol2019;OpenHash_ScreenName;60000;8732
7;auspol2019;OpenHash_ScreenName;70000;9865
7;auspol2019;OpenHash_ScreenName;80000;11004
7;auspol2019;OpenHash_ScreenName;90000;12076
7;auspol2019;OpenHash_ScreenName;100000;13148
7;auspol2019;OpenHash_ScreenName;110000;14578
7;auspol2019;OpenHash_ScreenName;120000;15882
7;auspol2019;OpenHash_ScreenName;130000;17082
7;auspol2019;OpenHash_ScreenName;130449;17148
7;auspol2019;ClosedHash_Linear_UserID;10000;112
7;auspol2019;ClosedHash_Linear_UserID;20000;247
7;auspol2019;ClosedHash_Linear_UserID;30000;382
7;auspol2019;ClosedHash_Linear_UserID;40000;517
7;auspol2019;ClosedHash_Linear_UserID;50000;650
7;auspol2019;ClosedHash_Linear_UserID;60000;777
7;auspol2019;ClosedHash_Linear_UserID;70000;885
7;auspol2019;ClosedHash_Linear_UserID;80000;991
7;auspol2019;ClosedHash_Linear_UserID;90000;1094
7;auspol2019;ClosedHash_Linear_UserID;100000;1190
7;auspol2019;ClosedHash_Linear_UserID;110000;1352
7;auspol2019;ClosedHash_Linear_UserID;120000;1490
7;auspol2019;ClosedHash_Linear_UserID;130000;1618
7;auspol2019;ClosedHash_Linear_UserID;130449;1627
7;auspol2019;ClosedHash_Linear_ScreenName;10000;1053
7;auspol2019;ClosedHash_Linear_ScreenName;20000;2168
7;auspol2019;ClosedHash_Linear_ScreenName;30000;3302
7;auspol2019;ClosedHash_Linear_ScreenName;40000;4451
7;auspol2019;ClosedHash_Linear_ScreenName;50000;5599
7;auspol2019;ClosedHash_Linear_ScreenName;60000;6744
7;auspol2019;ClosedHash_Linear_ScreenName;70000;7842
7;auspol2019;ClosedHash_Linear_ScreenName;80000;8914
7;auspol2019;ClosedHash_Linear_ScreenName;90000;10005
7;auspol2019;ClosedHash_Linear_ScreenName;100000;11058
7;auspol2019;ClosedHash_Linear_ScreenName;110000;12253
7;auspol2019;ClosedHash_Linear_ScreenName;120000;13392
7;auspol2019;ClosedHash_Linear_ScreenName;130000;14551
7;auspol2019;ClosedHash_Linear_ScreenName;130449;14606
7;auspol2019;ClosedHash_Quad_UserID;10000;199
7;auspol2019;ClosedHash_Quad_UserID;20000;378
7;auspol2019;ClosedHash_Quad_UserID;30000;536
7;auspol2019;ClosedHash_Quad_UserID;40000;691
7;auspol2019;ClosedHash_Quad_UserID;50000;844
7;auspol2019;ClosedHash_Quad_UserID;60000;987
7;auspol2019;ClosedHash_Quad_UserID;70000;1106
7;auspol2019;ClosedHash_Quad_UserID;80000;1214
7;auspol2019;ClosedHash_Quad_UserID;90000;1321
7;auspol2019;ClosedHash_Quad_UserID;100000;1422
7;auspol2019;ClosedHash_Quad_UserID;110000;1569
7;auspol2019;ClosedHash_Quad_UserID;120000;1696
7;auspol2019;ClosedHash_Quad_UserID;130000;1816
7;auspol2019;ClosedHash_Quad_UserID;130449;1824
7;auspol2019;ClosedHash_Quad_ScreenName;10000;1361
7;auspol2019;ClosedHash_Quad_ScreenName;20000;2546
7;auspol2019;ClosedHash_Quad_ScreenName;30000;3632
7;auspol2019;ClosedHash_Quad_ScreenName;40000;4680
7;auspol2019;ClosedHash_Quad_ScreenName;50000;5719
7;auspol2019;ClosedHash_Quad_ScreenName;60000;6747
7;auspol2019;ClosedHash_Quad_ScreenName;70000;7724
7;auspol2019;ClosedHash_Quad_ScreenName;80000;8687
7;auspol2019;ClosedHash_Quad_ScreenName;90000;9648
7;auspol2019;ClosedHash_Quad_ScreenName;100000;10602
7;auspol2019;ClosedHash_Quad_ScreenName;110000;11646
7;auspol2019;ClosedHash_Quad_ScreenName;120000;12643
7;auspol2019;ClosedHash_Quad_ScreenName;130000;13629
7;auspol2019;ClosedHash_Quad_ScreenName;130449;13677
7;auspol2019;ClosedHash_Double_UserID;10000;112
7;auspol2019;ClosedHash_Double_UserID;20000;250
7;auspol2019;ClosedHash_Double_UserID;30000;391
7;auspol2019;ClosedHash_Double_UserID;40000;534
7;auspol2019;ClosedHash_Double_UserID;50000;677
7;auspol2019;ClosedHash_Double_UserID;60000;815
7;auspol2019;ClosedHash_Double_UserID;70000;936
7;auspol2019;ClosedHash_Double_UserID;80000;1046
7;auspol2019;ClosedHash_Double_UserID;90000;1165
7;auspol2019;ClosedHash_Double_UserID;100000;1271
7;auspol2019;ClosedHash_Double_UserID;110000;1452
7;auspol2019;ClosedHash_Double_UserID;120000;1610
7;auspol2019;ClosedHash_Double_UserID;130000;1754
7;auspol2019;ClosedHash_Double_UserID;130449;1764
7;auspol2019;ClosedHash_Double_ScreenName;10000;1051
7;auspol2019;ClosedHash_Double_ScreenName;20000;2164
